gene_symbol	Blood and lymphatic system disorders	Cardiac disorders	Ear and labyrinth disorders	Endocrine disorders	Eye disorders	Gastrointestinal disorders	Hepatobiliary disorders	Immune system disorders	Metabolism and nutrition disorders	Musculoskeletal and connective tissue disorders	Nervous system disorders	Pregnancy, puerperium and perinatal conditions	Renal and urinary disorders	Reproductive system and breast disorders	Respiratory, thoracic and mediastinal disorders	Skin and subcutaneous tissue disorders	Vascular disorders
STMN2	0.1	0.1	0.1	0.0	0.0	0.1	0.1	0.3	0.0	0.0	0.0	0.1	0.1	0.2	0.1	0.0	0.2
STMN3	0.3	0.1	0.0	0.0	0.2	0.1	0.0	0.0	0.0	0.1	0.1	0.2	0.0	0.2	0.1	0.0	0.1
STMN4	0_confirmed	0_confirmed	0.1	0.2	0.1	0_confirmed	0.1	0_confirmed	0_confirmed	0_confirmed	0.7	0_confirmed	0.1	0.0	0.8	0.9	0.0
STMND1	0.0	0.2	0.3	0.0	0.3	0.0	0.1	0.1	0.1	0.0	0.0	0.1	0.2	0.1	0.0	0.1	0.0
STMP1	0.0	0.0	0.2	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.3	0.2	0.1	0.1	0.0
STN1	0_confirmed	0_confirmed	0_confirmed	0.2	0.1	0_confirmed	0_confirmed	0.0	0_confirmed	0_confirmed	0_confirmed	0.0	0.2	0.0	0.1	0.2	0.2
STOM	0.1	0.0	0.1	0.0	0.0	0.0	0.2	0.3	0.1	0.2	0.1	0.0	0.2	0.0	0.0	0.0	0.0
STOML1	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.1	0.2	0.1	0.2	0.2	0.0	0.1	0.1
STOML2	0.0	0.3	0.1	0.1	0.3	0.0	0.0	0.2	0.2	0.1	0.1	0.0	0.0	0.1	0.0	0.0	0.1
STOML3	0.1	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.1	0.1	0.2	0.0	0.2	0.0	0.0	0.3	0.0
STON1	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.2	0.3	0.0	0.0	0.0	0.2	0.2	0.2	0.1
STON1-GTF2A1L	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.2	0.0	0.2	0.0	0.0
STON2	0.0	0.1	0.2	0.1	0.1	0.1	0.3	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.0
STOX1	0.0	0.3	0.2	0.1	0.1	0.0	0.1	0.1	0.0	0.0	0.1	0.2	0.0	0.0	0.3	0.1	0.0
STOX2	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.0
STPG1	0.1	0.1	0.1	0.3	0.1	0.0	0.0	0.2	0.0	0.2	0.1	0.0	0.0	0.2	0.1	0.0	0.2
STPG2	0.2	0.0	0.0	0.2	0.2	0.0	0.2	0.3	0.3	0.2	0.1	0.0	0.2	0.1	0.0	0.0	0.0
STPG3	0.0	0.1	0.0	0.0	0.2	0.1	0.2	0.1	0.0	0.0	0.1	0.2	0.0	0.2	0.1	0.0	0.2
STPG4	0.2	0.0	0.0	0.1	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.1	0.1	0.0	0.3
STRA6	0.0	0.1	0.2	0.1	0.1	0.1	0.0	0.2	0.0	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.0
STRA8	0.0	0.0	0.0	0.0	0.2	0.0	0.1	0.2	0.2	0.2	0.1	0.0	0.1	0.0	0.0	0.1	0.1
STRADA	0.1	0.1	0.2	0.1	0.0	0.1	0.1	0.1	0.2	0.3	0.3	0.0	0.1	0.2	0.3	0.1	0.1
STRADB	0.1	0.1	0.1	0.1	0.0	0.0	0.1	0.1	0.1	0.1	0.0	0.1	0.1	0.0	0.0	0.2	0.0
STRAP	0.1	0.2	0.0	0.1	0.2	0.1	0.1	0.1	0.2	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.1
STRBP	0.0	0.0	0.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.1	0.1	0.1	0.0	0.0	0.0	0.0
STRC	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.0	0.1	0.2	0.0	0.2	0.1	0.0	0.1	0.0
STRIP1	0.1	0.3	0.0	0.1	0.2	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.1	0.0
STRIP2	0.3	0.2	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.1	0.3	0.0	0.0	0.1	0.1	0.0	0.1
STRIT1	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.1	0.2	0.0
STRN	0.0	0.0	0.0	0.1	0.2	0.1	0.0	0.3	0.1	0.0	0.0	0.0	0.3	0.0	0.2	0.0	0.1
STRN3	0.0	0.0	0.2	0.2	0.1	0.2	0.1	0.1	0.0	0.1	0.2	0.2	0.0	0.2	0.0	0.0	0.0
STRN4	0.1	0.0	0.0	0.0	0.3	0.0	0.0	0.1	0.2	0.2	0.0	0.0	0.2	0.0	0.1	0.1	0.0
STS	0.8	0.1	0.1	0.0	0.4	0.2	0.5	0.8	0.1	0.2	0.1	0.2	0.2	0.2	0.3	0.9	0.6
STT3A	0.1	0.0	0.0	0.0	0.3	0.1	0.0	0.1	0.0	0.1	0.2	0.0	0.0	0.0	0.3	0.0	0.1
STT3B	0.1	0.2	0.3	0.0	0.1	0.3	0.1	0.2	0.0	0.0	0.2	0.0	0.2	0.2	0.1	0.0	0.0
STUB1	0.0	0.1	0.1	0.0	0.1	0.1	0.1	0.2	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.3	0.0
STUM	0.0	0.0	0.1	0.3	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0
STX10	0.3	0.2	0.0	0.1	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.0	0.0	0.0	0.3	0.1
STX11	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.0	0.1	0.0	0.2	0.2	0.1	0.3	0.1	0.0
STX12	0.0	0.2	0.1	0.0	0.0	0.0	0.1	0.3	0.1	0.1	0.0	0.0	0.2	0.1	0.0	0.0	0.1
STX16	0.1	0.2	0.2	0.2	0.1	0.2	0.2	0.0	0.1	0.3	0.0	0.3	0.0	0.1	0.2	0.1	0.1
STX17	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.2	0.3	0.1	0.1	0.0	0.0	0.1	0.0	0.0	0.2
STX18	0.1	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.1	0.2	0.0	0.0	0.1	0.3	0.0	0.1
STX19	0.2	0.0	0.1	0.1	0.2	0.2	0.0	0.0	0.0	0.2	0.1	0.1	0.1	0.3	0.0	0.0	0.1
STX1A	0.1	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.1	0.1	0.1	0.1
STX1B	0.0	0_confirmed	0.1	0.2	0_confirmed	0.2	0.0	0.0	0_confirmed	0.0	0_confirmed	0.1	0_confirmed	0.1	0_confirmed	0.3	0.0
STX2	0.1	0.0	0.1	0.0	0.1	0.1	0.0	0.1	0.2	0.1	0.2	0.0	0.1	0.0	0.0	0.0	0.3
STX3	0.0	0.0	0.3	0.0	0.0	0.0	0.2	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.2	0.0
STX4	0_confirmed	0_confirmed	0.0	0.1	0.0	0.1	0_confirmed	0.2	0_confirmed	0_confirmed	0_confirmed	0.0	0.1	0.0	0_confirmed	0_confirmed	0_confirmed
STX5	0.1	0.3	0.2	0.3	0.2	0.2	0.3	0.0	0.0	0.1	0.1	0.0	0.1	0.1	0.1	0.0	0.1
STX6	0.2	0.0	0.1	0.3	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0
STX7	0.2	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.2	0.0	0.1	0.2	0.2	0.3
STX8	0.2	0.0	0.0	0.3	0.0	0.2	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.2	0.0	0.1	0.2
STXBP1	0.3	0.0	0.0	0.3	0.0	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.1	0.3	0.1	0.1
STXBP2	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.3	0.0	0.0	0.0	0.2	0.1
STXBP3	0.1	0.0	0.0	0.2	0.3	0.2	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.1
STXBP4	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.1	0.0	0.1	0.2	0.0	0.1	0.0	0.2	0.0
STXBP5	0.1	0.1	0.2	0.0	0.0	0.2	0.2	0.1	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.0
STXBP5L	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.2	0.2	0.2	0.1	0.0	0.0	0.1
STXBP6	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.2
STYK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0
STYX	0.0	0.1	0.1	0.1	0.3	0.0	0.0	0.3	0.0	0.0	0.2	0.0	0.1	0.0	0.0	0.1	0.0
STYXL1	0.1	0.0	0.0	0.0	0.3	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.2	0.0	0.0
STYXL2	0.2	0.2	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0
SUB1	0.1	0.0	0.2	0.1	0.2	0.0	0.0	0.2	0.0	0.0	0.3	0.1	0.0	0.3	0.0	0.0	0.1
SUCLA2	0.0	0.1	0.1	0.0	0.1	0.1	0.2	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0
SUCLG1	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.1	0.3
SUCLG2	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.1	0.1	0.0	0.3	0.0
SUCNR1	0.0	0.0	0.1	0.2	0.2	0.1	0.1	0.2	0.1	0.2	0.1	0.1	0.0	0.1	0.0	0.1	0.1
SUCO	0.3	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.2	0.0	0.0	0.0	0.0	0.1	0.1	0.2	0.0
SUDS3	0.0	0_confirmed	0.3	0_confirmed	0_confirmed	0_confirmed	0_confirmed	0.0	0.2	0.1	0.0	0.1	0_confirmed	0.0	0.0	0_confirmed	0_confirmed
SUFU	0.1	0.2	0.1	0.0	0.2	0.1	0.3	0.0	0.0	0.0	0.2	0.0	0.1	0.0	0.3	0.3	0.1
SUGCT	0.0	0.3	0.0	0.3	0.1	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1
SUGP1	0.3	0.1	0.0	0.3	0.1	0.2	0.0	0.0	0.0	0.0	0.3	0.1	0.2	0.2	0.3	0.0	0.0
SUGP2	0.2	0.2	0.0	0.1	0.0	0.0	0.0	0.1	0.2	0.1	0.1	0.0	0.0	0.0	0.2	0.1	0.2
SUGT1	0.0	0.0	0.3	0.2	0.0	0.2	0.0	0.0	0.2	0.0	0.1	0.1	0.2	0.0	0.0	0.0	0.0
SULF1	0.2	0.3	0.3	0.0	0.0	0.0	0.2	0.2	0.3	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0
SULF2	0.0	0.0	0.2	0.3	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.0
SULT1A1	0.2	0.4	0.1	0.3	0_confirmed	0.5	0.2	0.3	0.1	0.1	0.3	0.0	0.1	0.2	0.2	0.2	0.9
SULT1A2	0.1	0.0	0.1	0.1	0.2	0.0	0.1	0.2	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.2	0.1
SULT1A3	0.1	0.4	0.3	0.1	0.1	0.5	0_confirmed	0.6	0.1	0.1	0.5	0.0	0.3	0.1	0.3	0.5	0.8
SULT1A4	0.6	0.7	0.6	0.1	0.1	0.6	0_confirmed	0.8	0.5	0.3	0.9	0.1	0.3	0_confirmed	0.7	0.7	0.9
SULT1B1	0.3	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.2	0.2	0.1	0.0
SULT1C2	0.0	0.1	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.1	0.1	0.0	0.2	0.0	0.1	0.1	0.2
SULT1C3	0.1	0.2	0.0	0_confirmed	0.1	0.1	0.2	0_confirmed	0.2	0.0	0_confirmed	0.0	0_confirmed	0.0	0.1	0_confirmed	0_confirmed
SULT1C4	1.0	0.8	0.3	0_confirmed	0_confirmed	1.0	0.5	0.4	0.5	0.9	1.0	0.0	0_confirmed	0.1	1.0	1.0	1.0
SULT1E1	0.3	0.3	0.6	0.1	0.2	0.5	0.8	0.8	0.1	0.7	0.5	0.0	0.2	0.5	0.6	0.8	0.6
SULT2A1	0.1	0.0	0.2	0.0	0.0	0.0	0.2	0.5	0.0	0.1	0.0	0.1	0.0	0.1	0.1	0.2	0.0
SULT2B1	1_confirmed	0.6	0.2	0.1	0.1	0.4	0.5	0.8	0.2	0.7	0.5	0.0	0.5	0.3	0.7	0.8	0.8
SULT4A1	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.1	0.2	0.2	0.1	0.1	0.0	0.2
SULT6B1	0.0	0.1	0.2	0.0	0.1	0.1	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.0
SUMF1	0.1	0.1	0.1	0.0	0.0	0.2	0.1	0.0	0.3	0.0	0.2	0.2	0.1	0.1	0.1	0.1	0.0
SUMF2	0.1	0.2	0.2	0.0	0.2	0.0	0.0	0.1	0.0	0.2	0.0	0.0	0.1	0.1	0.1	0.1	0.0
SUMO1	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.3	0.3	0.0	0.0	0.3
SUMO2	0.1	0.0	0.0	0.2	0.1	0.2	0.0	0.0	0.1	0.0	0.3	0.0	0.1	0.3	0.2	0.1	0.0
SUMO3	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.1	0.0	0.1	0.2	0.3	0.1
SUMO4	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.1
SUN1	0.2	0.0	0.0	0.2	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.1	0.0	0.1	0.2
SUN2	0.0	0.0	0.0	0.1	0.1	0.2	0.2	0.0	0.0	0.1	0.2	0.0	0.0	0.0	0.1	0.2	0.0
SUN3	0.2	0.1	0.0	0.1	0.0	0.0	0.0	0.2	0.3	0.0	0.0	0.0	0.2	0.0	0.1	0.2	0.1
SUN5	0.1	0.2	0.1	0.2	0.1	0.0	0.1	0.2	0.3	0.2	0.1	0.0	0.1	0.0	0.0	0.1	0.2
SUOX	0.2	0.1	0.0	0.0	0.1	0.1	0.0	0.2	0.1	0.0	0.1	0.1	0.0	0.1	0.0	0.2	0.1
SUPT16H	0.1	0.0	0.0	0.1	0.1	0.1	0.1	0.1	0.2	0.0	0.0	0.1	0.1	0.2	0.0	0.2	0.0
SUPT20H	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.1
SUPT20HL1	0.1	0.0	0.1	0.3	0.2	0.0	0.2	0.0	0.0	0.0	0.1	0.2	0.0	0.2	0.1	0.0	0.0
SUPT20HL2	0.0	0.3	0.3	0.0	0.3	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.2	0.1	0.0	0.0	0.0
SUPT3H	0.2	0.0	0.0	0.1	0.1	0.1	0.0	0.2	0.0	0.2	0.1	0.0	0.3	0.1	0.1	0.0	0.0
SUPT4H1	0.1	0.1	0.1	0.0	0.0	0.2	0.0	0.1	0.2	0.2	0.0	0.0	0.2	0.2	0.3	0.0	0.0
SUPT5H	0.0	0.0	0.2	0.1	0.2	0.1	0.0	0.2	0.3	0.1	0.1	0.0	0.0	0.0	0.0	0.3	0.2
SUPT6H	0.0	0.2	0.1	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
SUPT7L	0.1	0.2	0.0	0.3	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.2	0.0	0.0	0.1	0.0
SUPV3L1	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.2	0.2	0.0	0.1	0.0	0.2	0.1	0.0	0.0
SURF1	0.1	0.0	0.1	0.2	0.1	0.2	0.0	0.1	0.0	0.3	0.1	0.0	0.0	0.2	0.0	0.0	0.0
SURF2	0.0	0.0	0.0	0.0	0.2	0.0	0.1	0.0	0.0	0.1	0.1	0.1	0.3	0.1	0.2	0.0	0.1
SURF4	0.0	0.3	0.0	0.0	0.1	0.0	0.1	0.3	0.0	0.1	0.0	0.0	0.0	0.2	0.1	0.2	0.0
SURF6	0.2	0.1	0.1	0.0	0.1	0.2	0.1	0.1	0.1	0.0	0.1	0.1	0.0	0.2	0.2	0.1	0.0
SUSD1	0.3	0.0	0.0	0.3	0.0	0.3	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.3	0.0	0.2	0.2
SUSD2	0.0	0.1	0.0	0.0	0.2	0.2	0.2	0.1	0.0	0.0	0.2	0.2	0.0	0.0	0.2	0.2	0.3
SUSD3	0.2	0.2	0.0	0.3	0.0	0.1	0.2	0.0	0.0	0.1	0.0	0.1	0.2	0.3	0.1	0.1	0.0
SUSD4	0.1	0.2	0.1	0.1	0.1	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0
SUSD5	0.2	0.2	0.2	0.2	0.0	0.2	0.0	0.2	0.1	0.1	0.2	0.0	0.1	0.1	0.0	0.1	0.0
SUSD6	0.0	0.0	0.0	0.1	0.3	0.1	0.0	0.1	0.0	0.1	0.2	0.1	0.1	0.0	0.1	0.0	0.1
SUV39H1	0.1	0.1	0.1	0.0	0.1	0.2	0.2	0.2	0.0	0.2	0.1	0.1	0.0	0.1	0.1	0.2	0.2
SUV39H2	0.0	0.2	0.0	0.2	0.0	0.0	0.2	0.1	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.1
SUV420H1	0.0	0.3	0.3	0.2	0.1	0.3	0.2	0.2	0.0	0.0	0.0	0.1	0.1	0.2	0.0	0.0	0.2
SUV420H2	0.3	0.0	0.1	0.2	0.2	0.2	0.0	0.0	0.1	0.0	0.0	0.2	0.2	0.2	0.2	0.0	0.3
SUZ12	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.2	0.0	0.0	0.1	0.0	0.2	0.0	0.0	0.0
SV2A	0_confirmed	0.9	0.4	0_confirmed	0.8	0.6	0.1	0.3	0_confirmed	0_confirmed	0_confirmed	0.6	0.3	0.1	0.8	0_confirmed	0_confirmed
SV2B	0.2	0.1	0.0	0.2	0.1	0.1	0.0	0.2	0.1	0.0	0.1	0.2	0.0	0.0	0.1	0.0	0.0
SV2C	0_confirmed	0_confirmed	0.4	0.3	0.9	0_confirmed	0.1	0_confirmed	0.8	0_confirmed	0_confirmed	0.1	0_confirmed	0.2	0_confirmed	0.2	0.5
SVBP	0.5	0.2	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.4	0.2	0.0	0.2	0.2	0.4	0.2	0.2
SVEP1	0.2	0.1	0.0	0.1	0.2	0.0	0.0	0.2	0.3	0.2	0.3	0.0	0.0	0.1	0.0	0.0	0.3
SVIL	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.3	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.2	0.1
SVIP	0.0	0.1	0.1	0.1	0.0	0.1	0.2	0.1	0.0	0.2	0.1	0.0	0.1	0.2	0.1	0.2	0.0
SVOP	0.0	0.0	0.1	0.2	0.1	0.0	0.3	0.0	0.1	0.2	0.2	0.2	0.2	0.0	0.1	0.0	0.0
SVOPL	0.1	0.3	0.1	0.2	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.2
SWAP70	0.0	0.0	0.3	0.2	0.2	0.3	0.1	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0
SWI5	0.1	0.1	0.1	0.0	0.2	0.0	0.0	0.1	0.1	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.1
SWSAP1	0.2	0.1	0.1	0.1	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.2	0.5	0.0	0.1	0.1	0.1
SWT1	0.0	0.3	0.0	0.3	0.3	0.1	0.1	0.2	0.1	0.1	0.0	0.2	0.1	0.0	0.0	0.0	0.1
SYAP1	0.2	0.0	0.3	0.2	0.3	0.1	0.0	0.0	0.0	0.2	0.0	0.2	0.2	0.1	0.0	0.2	0.0
SYBU	0.0	0.0	0.1	0.0	0.3	0.0	0.1	0.0	0.2	0.1	0.2	0.2	0.0	0.0	0.1	0.1	0.1
SYCE1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.2	0.2	0.3	0.1	0.0	0.0	0.2	0.0	0.1
SYCE1L	0.1	0.0	0.2	0.0	0.1	0.1	0.1	0.0	0.0	0.1	0.1	0.3	0.0	0.2	0.2	0.0	0.3
SYCE2	0.0	0.0	0.2	0.1	0.2	0.1	0.1	0.0	0.1	0.0	0.3	0.0	0.0	0.1	0.0	0.2	0.2
SYCE3	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.3	0.0	0.1	0.2	0.0	0.1	0.1	0.0	0.0
SYCN	0.2	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.2	0.2	0.2	0.2	0.0	0.1	0.3
SYCP1	0.0	0.0	0.1	0.2	0.2	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.2
SYCP2	0.0	0.1	0.0	0.2	0.1	0.2	0.2	0.1	0.2	0.0	0.0	0.1	0.2	0.2	0.0	0.1	0.1
SYCP2L	0.0	0.2	0.1	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0
SYCP3	0.0	0.0	0.2	0.2	0.1	0.0	0.1	0.2	0.1	0.1	0.2	0.1	0.0	0.2	0.0	0.3	0.0
SYDE1	0.1	0.0	0.1	0.1	0.1	0.1	0.0	0.0	0.1	0.1	0.0	0.3	0.0	0.0	0.1	0.2	0.2
SYDE2	0.2	0.3	0.1	0.0	0.0	0.1	0.0	0.3	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.0
SYF2	0.2	0.0	0.1	0.1	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.2	0.3
SYK	0.3	0.5	0.1	0.3	0.6	0.1	0.2	0.6	0.8	0.4	0.1	0.2	0.1	0.2	0.3	0.7	0.2
SYMPK	0.1	0.2	0.1	0.0	0.0	0.1	0.2	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0
SYN1	0.0	0.0	0.1	0.3	0.1	0.0	0.0	0.0	0.0	0.1	0.3	0.0	0.0	0.0	0.2	0.1	0.0
SYN2	0.0	0.1	0.0	0.1	0.2	0.0	0.0	0.3	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.2	0.1
SYN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.2	0.1	0.3	0.0	0.0	0.2	0.1	0.1
SYNC	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.2	0.1	0.0	0.0	0.1	0.1	0.2	0.1
SYNCRIP	0.1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.2	0.2	0.3	0.0	0.1	0.2	0.1	0.2
SYNDIG1	0.3	0.3	0.0	0.1	0.0	0.1	0.1	0.2	0.1	0.2	0.0	0.2	0.0	0.1	0.0	0.0	0.1
SYNDIG1L	0.1	0.2	0.2	0.0	0.1	0.2	0.1	0.0	0.2	0.2	0.1	0.0	0.0	0.1	0.1	0.2	0.0
SYNE1	0.1	0.0	0.0	0.1	0.0	0.0	0.3	0.0	0.0	0.3	0.2	0.1	0.0	0.1	0.1	0.0	0.0
SYNE2	0.0	0.2	0.0	0.1	0.1	0.0	0.3	0.1	0.3	0.0	0.0	0.1	0.1	0.2	0.0	0.2	0.0
SYNE3	0.1	0.1	0.0	0.2	0.0	0.0	0.3	0.0	0.2	0.2	0.1	0.0	0.3	0.0	0.0	0.2	0.0
SYNE4	0.2	0.0	0.2	0.1	0.0	0.0	0.1	0.2	0.0	0.3	0.0	0.1	0.2	0.1	0.0	0.2	0.1
SYNGAP1	0.3	0.0	0.0	0.1	0.2	0.0	0.1	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.1
SYNGR1	0.1	0.0	0.1	0.0	0.0	0.1	0.2	0.0	0.1	0.0	0.2	0.1	0.0	0.1	0.0	0.1	0.0
SYNGR2	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.2	0.0
SYNGR3	0.2	0.1	0.1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.1	0.2	0.0	0.0	0.2	0.1
SYNGR4	0.1	0.2	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYNJ1	0.1	0.2	0.0	0.1	0.1	0.1	0.0	0.0	0.2	0.3	0.1	0.0	0.0	0.1	0.3	0.0	0.0
SYNJ2	0.3	0.1	0.0	0.1	0.0	0.1	0.1	0.3	0.2	0.0	0.1	0.2	0.0	0.0	0.2	0.0	0.0
SYNJ2BP	0.1	0.1	0.1	0.3	0.0	0.1	0.0	0.2	0.1	0.2	0.1	0.2	0.1	0.0	0.2	0.0	0.1
SYNJ2BP-COX16	0.0	0.1	0.1	0.0	0.0	0.0	0.2	0.1	0.1	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.1
SYNM	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.1	0.2
SYNPO	0.2	0.0	0.0	0.0	0.2	0.3	0.1	0.0	0.2	0.0	0.2	0.0	0.1	0.2	0.0	0.0	0.2
SYNPO2	0.0	0.0	0.2	0.0	0.1	0.0	0.2	0.2	0.0	0.2	0.0	0.1	0.1	0.0	0.1	0.0	0.1
SYNPO2L	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.2	0.1	0.3	0.0	0.0
SYNPR	0.0	0.1	0.2	0.0	0.0	0.0	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.3	0.2	0.0	0.2
SYNRG	0.0	0.0	0.3	0.1	0.3	0.0	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.3	0.0
SYP	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.1	0.1	0.0	0.0	0.1	0.0	0.2	0.0	0.0	0.0
